transaction_id,datetime,category_id,category_name,store_name,amount,card_name,card_type,transaction_type,member_id
877,2020-06-05 12:29:00,3,외식,맥도날드,25200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
878,2020-06-05 14:01:00,3,외식,원할머니보쌈,11200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
879,2020-06-06 04:53:00,3,외식,맥도날드,13800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
880,2020-06-06 06:52:00,5,영화/문화,CGV,14500,우리카드 DA@카드의정석,신용카드,일반결제,4
881,2020-06-06 07:52:00,1,편의점,이마트24,2800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
882,2020-06-06 19:59:00,2,카페/디저트,투썸,18100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
883,2020-06-06 22:04:00,10,자동차/하이패스,인천국제공항고속도로,7000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
884,2020-06-07 00:45:00,6,마트,농협하나로마트,36300,신한카드 Hey Young 체크,체크카드,일반결제,4
885,2020-06-07 21:21:00,2,카페/디저트,커피빈,12400,우리카드 DA@카드의정석,신용카드,일반결제,4
886,2020-06-08 21:48:00,3,외식,원할머니보쌈,34000,우리카드 DA@카드의정석,신용카드,일반결제,4
887,2020-06-08 22:43:00,5,영화/문화,메가박스,16500,우리카드 DA@카드의정석,신용카드,일반결제,4
888,2020-06-09 00:23:00,5,영화/문화,아쿠아리움,18000,신한카드 Hey Young 체크,체크카드,일반결제,4
889,2020-06-09 03:26:00,1,편의점,이마트24,8300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
890,2020-06-09 04:03:00,3,외식,VIPS,33600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
891,2020-06-09 19:50:00,5,영화/문화,키즈카페,12800,신한카드 Hey Young 체크,체크카드,일반결제,4
892,2020-06-10 07:24:00,2,카페/디저트,커피빈,17700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
893,2020-06-10 09:00:00,3,외식,롤링파스타,34600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
894,2020-06-10 17:14:00,1,편의점,이마트24,9000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
895,2020-06-11 07:10:00,12,기타,미용실,15200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
896,2020-06-11 19:17:00,5,영화/문화,에버랜드,13200,우리카드 DA@카드의정석,신용카드,일반결제,4
897,2020-06-12 12:53:00,3,외식,배달의민족,16000,우리카드 DA@카드의정석,신용카드,일반결제,4
898,2020-06-13 02:28:00,3,외식,VIPS,40200,신한카드 Hey Young 체크,체크카드,일반결제,4
899,2020-06-13 04:38:00,2,카페/디저트,이디야,13100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
900,2020-06-14 10:46:00,12,기타,철물점,7600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
901,2020-06-14 18:41:00,5,영화/문화,키즈카페,29300,우리카드 DA@카드의정석,신용카드,일반결제,4
902,2020-06-16 01:35:00,2,카페/디저트,이디야,12200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
903,2020-06-19 00:59:00,2,카페/디저트,커피빈,14900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
904,2020-06-20 00:19:00,2,카페/디저트,메가커피,6700,우리카드 DA@카드의정석,신용카드,일반결제,4
905,2020-06-21 22:44:00,2,카페/디저트,스타벅스,4600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
906,2020-06-22 08:57:00,5,영화/문화,캐리비안베이,22700,우리카드 DA@카드의정석,신용카드,일반결제,4
907,2020-06-23 04:22:00,3,외식,명동칼국수,15800,신한카드 Hey Young 체크,체크카드,일반결제,4
908,2020-06-24 10:56:00,12,기타,다이소,19300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
909,2020-06-24 17:07:00,2,카페/디저트,메가커피,12400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
910,2020-06-25 16:40:00,11,여행/숙박,모두투어,98900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
911,2020-06-27 15:17:00,2,카페/디저트,스타벅스,19700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
912,2020-06-27 17:16:00,1,편의점,이마트24,6200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
913,2020-06-29 03:05:00,2,카페/디저트,엔제리너스,18200,우리카드 DA@카드의정석,신용카드,일반결제,4
914,2020-07-01 00:00:00,14,교통(대중),기후동행카드,55000,신한카드 Hey Young 체크,체크카드,정기결제,4
915,2020-07-01 00:01:00,13,통신,KT,50000,우리카드 DA@카드의정석,체크카드,정기결제,4
916,2020-07-01 00:41:00,12,기타,인테리어,26600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
917,2020-07-01 01:28:00,2,카페/디저트,투썸,16600,우리카드 DA@카드의정석,신용카드,일반결제,4
918,2020-07-01 05:45:00,7,쇼핑,유니클로,110400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
919,2020-07-01 14:05:00,12,기타,미용실,43700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
920,2020-07-01 17:08:00,7,쇼핑,자라,49000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
921,2020-07-02 00:15:00,2,카페/디저트,메가커피,15800,우리카드 DA@카드의정석,신용카드,일반결제,4
922,2020-07-02 01:27:00,3,외식,채선당,34500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
923,2020-07-02 07:32:00,1,편의점,세븐일레븐,9700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
924,2020-07-02 08:58:00,5,영화/문화,메가박스,19100,신한카드 Hey Young 체크,체크카드,일반결제,4
925,2020-07-03 00:33:00,5,영화/문화,캐리비안베이,22100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
926,2020-07-03 14:11:00,5,영화/문화,롯데월드,21400,우리카드 DA@카드의정석,신용카드,일반결제,4
927,2020-07-03 17:54:00,12,기타,미용실,9900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
928,2020-07-03 22:50:00,2,카페/디저트,컴포즈커피,14000,신한카드 Hey Young 체크,체크카드,일반결제,4
929,2020-07-03 23:04:00,5,영화/문화,뮤지컬/연극,25100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
930,2020-07-04 02:51:00,12,기타,올리브영,76600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
931,2020-07-04 09:10:00,3,외식,채선당,37300,신한카드 Hey Young 체크,체크카드,일반결제,4
932,2020-07-04 10:08:00,4,주유,GS칼텍스,55800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
933,2020-07-04 17:04:00,11,여행/숙박,아시아나항공,62600,우리카드 DA@카드의정석,신용카드,일반결제,4
934,2020-07-04 20:00:00,9,교육/육아,yes24,22000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
935,2020-07-05 11:05:00,2,카페/디저트,메가커피,10500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
936,2020-07-05 11:41:00,2,카페/디저트,엔제리너스,13600,신한카드 Hey Young 체크,체크카드,일반결제,4
937,2020-07-05 14:10:00,12,기타,올리브영,20700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
938,2020-07-06 06:38:00,3,외식,원할머니보쌈,31100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
939,2020-07-06 13:59:00,3,외식,투다리,24200,우리카드 DA@카드의정석,신용카드,일반결제,4
940,2020-07-06 14:47:00,2,카페/디저트,엔제리너스,15400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
941,2020-07-07 00:25:00,2,카페/디저트,스타벅스,11000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
942,2020-07-07 05:57:00,1,편의점,미니스톱,6300,우리카드 DA@카드의정석,신용카드,일반결제,4
943,2020-07-07 19:59:00,5,영화/문화,에버랜드,26500,우리카드 DA@카드의정석,신용카드,일반결제,4
944,2020-07-07 21:42:00,6,마트,홈플러스,70500,우리카드 DA@카드의정석,신용카드,일반결제,4
945,2020-07-08 00:17:00,7,쇼핑,롯데백화점,78700,신한카드 Hey Young 체크,체크카드,일반결제,4
946,2020-07-08 07:11:00,2,카페/디저트,메가커피,16500,신한카드 Hey Young 체크,체크카드,일반결제,4
947,2020-07-08 11:55:00,12,기타,인테리어,15600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
948,2020-07-08 22:32:00,7,쇼핑,무신사,61000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
949,2020-07-09 00:51:00,8,병원,정형외과,6400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
950,2020-07-09 12:21:00,1,편의점,GS25,8100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
951,2020-07-10 07:39:00,3,외식,롤링파스타,21800,우리카드 DA@카드의정석,신용카드,일반결제,4
952,2020-07-10 18:10:00,2,카페/디저트,이디야,9600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
953,2020-07-11 09:38:00,5,영화/문화,예술의전당,22700,우리카드 DA@카드의정석,신용카드,일반결제,4
954,2020-07-11 11:54:00,3,외식,이삭토스트,9500,우리카드 DA@카드의정석,신용카드,일반결제,4
955,2020-07-11 18:11:00,9,교육/육아,클래스101,18100,신한카드 Hey Young 체크,체크카드,일반결제,4
956,2020-07-11 19:03:00,3,외식,배달의민족,17300,우리카드 DA@카드의정석,신용카드,일반결제,4
957,2020-07-12 05:25:00,2,카페/디저트,스타벅스,8800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
958,2020-07-12 06:53:00,2,카페/디저트,할리스,19800,신한카드 Hey Young 체크,체크카드,일반결제,4
959,2020-07-13 18:54:00,1,편의점,이마트24,2700,신한카드 Hey Young 체크,체크카드,일반결제,4
960,2020-07-14 00:44:00,2,카페/디저트,이디야,13000,신한카드 Hey Young 체크,체크카드,일반결제,4
961,2020-07-14 10:47:00,3,외식,투다리,18300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
962,2020-07-14 22:15:00,1,편의점,CU,7100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
963,2020-07-14 23:37:00,3,외식,이삭토스트,18300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
964,2020-07-15 07:59:00,2,카페/디저트,할리스,19100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
965,2020-07-15 15:47:00,1,편의점,GS25,5100,우리카드 DA@카드의정석,신용카드,일반결제,4
966,2020-07-16 14:45:00,2,카페/디저트,카페베네,4800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
967,2020-07-21 15:49:00,10,자동차/하이패스,영동고속도로,10000,우리카드 DA@카드의정석,신용카드,일반결제,4
968,2020-07-22 13:53:00,1,편의점,GS25,2600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
969,2020-07-24 21:50:00,1,편의점,GS25,7500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
970,2020-07-25 08:00:00,6,마트,농협하나로마트,39600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
971,2020-07-29 08:27:00,1,편의점,세븐일레븐,8300,우리카드 DA@카드의정석,신용카드,일반결제,4
972,2020-08-01 00:00:00,14,교통(대중),기후동행카드,55000,우리카드 DA@카드의정석,체크카드,정기결제,4
973,2020-08-01 00:01:00,13,통신,KT,50000,우리카드 DA@카드의정석,체크카드,정기결제,4
974,2020-08-01 01:57:00,5,영화/문화,롯데시네마,10300,신한카드 Hey Young 체크,체크카드,일반결제,4
975,2020-08-01 04:30:00,3,외식,맥도날드,31100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
976,2020-08-01 10:01:00,1,편의점,GS25,9700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
977,2020-08-01 22:19:00,7,쇼핑,신세계백화점,117200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
978,2020-08-02 01:32:00,2,카페/디저트,메가커피,4600,우리카드 DA@카드의정석,신용카드,일반결제,4
979,2020-08-03 04:39:00,2,카페/디저트,스타벅스,6900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
980,2020-08-03 11:38:00,5,영화/문화,메가박스,23600,우리카드 DA@카드의정석,신용카드,일반결제,4
981,2020-08-03 12:06:00,5,영화/문화,캐리비안베이,16500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
982,2020-08-04 03:03:00,2,카페/디저트,컴포즈커피,14900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
983,2020-08-05 06:16:00,2,카페/디저트,엔제리너스,12300,신한카드 Hey Young 체크,체크카드,일반결제,4
984,2020-08-05 10:15:00,12,기타,다이소,28100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
985,2020-08-05 15:08:00,3,외식,역전할머니맥주,41100,신한카드 Hey Young 체크,체크카드,일반결제,4
986,2020-08-05 22:04:00,3,외식,투다리,38800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
987,2020-08-05 23:45:00,12,기타,미용실,55400,신한카드 Hey Young 체크,체크카드,일반결제,4
988,2020-08-06 06:01:00,2,카페/디저트,투썸,17600,신한카드 Hey Young 체크,체크카드,일반결제,4
989,2020-08-06 22:44:00,3,외식,채선당,15800,우리카드 DA@카드의정석,신용카드,일반결제,4
990,2020-08-07 07:26:00,5,영화/문화,메가박스,25600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
991,2020-08-07 15:09:00,4,주유,GS칼텍스,34100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
992,2020-08-07 17:26:00,2,카페/디저트,이디야,9400,신한카드 Hey Young 체크,체크카드,일반결제,4
993,2020-08-07 22:05:00,12,기타,미용실,17600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
994,2020-08-08 16:15:00,2,카페/디저트,카페베네,14800,우리카드 DA@카드의정석,신용카드,일반결제,4
995,2020-08-09 03:24:00,2,카페/디저트,커피빈,13000,신한카드 Hey Young 체크,체크카드,일반결제,4
996,2020-08-09 07:59:00,8,병원,정형외과,7300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
997,2020-08-09 20:31:00,2,카페/디저트,커피빈,4000,우리카드 DA@카드의정석,신용카드,일반결제,4
998,2020-08-10 02:54:00,1,편의점,GS25,7700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
999,2020-08-11 01:13:00,7,쇼핑,롯데백화점,53100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1000,2020-08-12 19:03:00,9,교육/육아,영풍문고,10900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1001,2020-08-13 09:24:00,2,카페/디저트,카페베네,6600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1002,2020-08-13 12:21:00,2,카페/디저트,할리스,9800,신한카드 Hey Young 체크,체크카드,일반결제,4
1003,2020-08-13 15:26:00,11,여행/숙박,아시아나항공,53700,우리카드 DA@카드의정석,신용카드,일반결제,4
1004,2020-08-14 16:15:00,10,자동차/하이패스,호남고속도로,8700,신한카드 Hey Young 체크,체크카드,일반결제,4
1005,2020-08-19 00:09:00,12,기타,다이소,6500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1006,2020-08-22 05:15:00,1,편의점,세븐일레븐,8200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1007,2020-08-23 19:52:00,6,마트,GS마트,48300,우리카드 DA@카드의정석,신용카드,일반결제,4
1008,2020-08-26 07:35:00,1,편의점,세븐일레븐,7800,신한카드 Hey Young 체크,체크카드,일반결제,4
1009,2020-08-27 05:20:00,12,기타,올리브영,7200,신한카드 Hey Young 체크,체크카드,일반결제,4
1010,2020-08-31 23:49:00,1,편의점,GS25,5900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1011,2020-09-01 00:00:00,14,교통(대중),기후동행카드,55000,KB국민 노리2 체크카드(KB Pay),체크카드,정기결제,4
1012,2020-09-01 00:01:00,13,통신,KT,50000,IBK 일상의 기쁨카드(신용),체크카드,정기결제,4
1013,2020-09-01 03:12:00,3,외식,맥도날드,21400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1014,2020-09-01 05:34:00,3,외식,VIPS,37400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1015,2020-09-02 19:08:00,12,기타,철물점,14200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1016,2020-09-02 20:28:00,2,카페/디저트,투썸,8100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1017,2020-09-02 20:40:00,1,편의점,세븐일레븐,7400,우리카드 DA@카드의정석,신용카드,일반결제,4
1018,2020-09-02 22:31:00,3,외식,명동칼국수,17400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1019,2020-09-03 01:51:00,7,쇼핑,자라,140800,우리카드 DA@카드의정석,신용카드,일반결제,4
1020,2020-09-03 13:02:00,10,자동차/하이패스,서울외곽순환도로,1600,신한카드 Hey Young 체크,체크카드,일반결제,4
1021,2020-09-03 17:51:00,6,마트,GS마트,41500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1022,2020-09-03 20:31:00,5,영화/문화,캐리비안베이,29500,신한카드 Hey Young 체크,체크카드,일반결제,4
1023,2020-09-03 22:04:00,12,기타,미용실,87400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1024,2020-09-04 09:10:00,12,기타,다이소,34100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1025,2020-09-04 20:43:00,3,외식,채선당,28900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1026,2020-09-04 22:25:00,2,카페/디저트,투썸,15400,신한카드 Hey Young 체크,체크카드,일반결제,4
1027,2020-09-05 10:08:00,1,편의점,세븐일레븐,2000,신한카드 Hey Young 체크,체크카드,일반결제,4
1028,2020-09-06 02:49:00,2,카페/디저트,메가커피,19600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1029,2020-09-07 02:30:00,4,주유,SK에너지,55700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1030,2020-09-07 11:25:00,9,교육/육아,밀리의서재,14100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1031,2020-09-08 04:52:00,2,카페/디저트,엔제리너스,7100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1032,2020-09-08 23:30:00,5,영화/문화,CGV,13200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1033,2020-09-09 02:06:00,3,외식,역전할머니맥주,27400,신한카드 Hey Young 체크,체크카드,일반결제,4
1034,2020-09-09 03:51:00,7,쇼핑,유니클로,72700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1035,2020-09-09 08:51:00,2,카페/디저트,카페베네,9400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1036,2020-09-09 18:39:00,1,편의점,미니스톱,4100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1037,2020-09-10 00:26:00,3,외식,본죽,22200,우리카드 DA@카드의정석,신용카드,일반결제,4
1038,2020-09-10 08:14:00,11,여행/숙박,KTX,51400,신한카드 Hey Young 체크,체크카드,일반결제,4
1039,2020-09-11 05:37:00,5,영화/문화,에버랜드,27400,우리카드 DA@카드의정석,신용카드,일반결제,4
1040,2020-09-12 15:45:00,2,카페/디저트,카페베네,6800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1041,2020-09-12 19:53:00,10,자동차/하이패스,경부고속도로,6000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1042,2020-09-13 11:20:00,2,카페/디저트,카페베네,13200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1043,2020-09-13 20:00:00,2,카페/디저트,스타벅스,18300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1044,2020-09-14 09:29:00,9,교육/육아,서점,12100,신한카드 Hey Young 체크,체크카드,일반결제,4
1045,2020-09-14 10:51:00,5,영화/문화,아쿠아리움,17600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1046,2020-09-14 14:31:00,1,편의점,GS25,8700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1047,2020-09-15 06:00:00,1,편의점,GS25,9600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1048,2020-09-15 11:41:00,1,편의점,GS25,5100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1049,2020-09-19 05:34:00,8,병원,약국,5000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1050,2020-09-20 01:16:00,2,카페/디저트,스타벅스,12800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1051,2020-09-21 18:00:00,1,편의점,세븐일레븐,2400,우리카드 DA@카드의정석,신용카드,일반결제,4
1052,2020-09-23 05:35:00,2,카페/디저트,메가커피,10000,신한카드 Hey Young 체크,체크카드,일반결제,4
1053,2020-09-25 07:39:00,1,편의점,미니스톱,2000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1054,2020-09-26 06:01:00,2,카페/디저트,커피빈,9200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1055,2020-09-29 20:25:00,1,편의점,미니스톱,2100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1056,2020-09-30 01:17:00,2,카페/디저트,스타벅스,6500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1057,2020-10-01 00:00:00,14,교통(대중),기후동행카드,55000,신한카드 Hey Young 체크,체크카드,정기결제,4
1058,2020-10-01 00:01:00,13,통신,KT,50000,KB국민 노리2 체크카드(KB Pay),체크카드,정기결제,4
1059,2020-10-01 07:52:00,7,쇼핑,유니클로,61100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1060,2020-10-01 08:53:00,12,기타,철물점,22900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1061,2020-10-01 13:38:00,1,편의점,세븐일레븐,8000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1062,2020-10-02 03:11:00,12,기타,인테리어,76900,우리카드 DA@카드의정석,신용카드,일반결제,4
1063,2020-10-02 09:18:00,3,외식,채선당,35600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1064,2020-10-02 18:49:00,12,기타,철물점,9600,신한카드 Hey Young 체크,체크카드,일반결제,4
1065,2020-10-03 10:49:00,4,주유,GS칼텍스,43400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1066,2020-10-03 14:43:00,7,쇼핑,유니클로,163100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1067,2020-10-04 10:03:00,1,편의점,미니스톱,2700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1068,2020-10-04 18:33:00,3,외식,배달의민족,44700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1069,2020-10-05 05:25:00,3,외식,명동칼국수,28200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1070,2020-10-05 12:14:00,6,마트,이마트,47100,우리카드 DA@카드의정석,신용카드,일반결제,4
1071,2020-10-05 21:18:00,3,외식,VIPS,28100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1072,2020-10-05 23:23:00,12,기타,미용실,14200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1073,2020-10-06 08:16:00,3,외식,역전할머니맥주,23900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1074,2020-10-07 13:31:00,5,영화/문화,뮤지컬/연극,20900,우리카드 DA@카드의정석,신용카드,일반결제,4
1075,2020-10-07 18:31:00,10,자동차/하이패스,서울고속도로,4100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1076,2020-10-08 09:56:00,12,기타,인테리어,25400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1077,2020-10-08 23:50:00,5,영화/문화,롯데시네마,16800,우리카드 DA@카드의정석,신용카드,일반결제,4
1078,2020-10-09 09:39:00,9,교육/육아,영풍문고,26600,신한카드 Hey Young 체크,체크카드,일반결제,4
1079,2020-10-11 13:41:00,2,카페/디저트,엔제리너스,7100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1080,2020-10-12 20:20:00,5,영화/문화,캐리비안베이,24800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1081,2020-10-13 10:27:00,1,편의점,CU,4200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1082,2020-10-13 12:39:00,5,영화/문화,롯데시네마,21100,우리카드 DA@카드의정석,신용카드,일반결제,4
1083,2020-10-13 20:13:00,2,카페/디저트,투썸,19700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1084,2020-10-14 07:43:00,2,카페/디저트,스타벅스,16400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1085,2020-10-15 01:51:00,1,편의점,이마트24,7600,우리카드 DA@카드의정석,신용카드,일반결제,4
1086,2020-10-15 02:01:00,5,영화/문화,CGV,23100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1087,2020-10-17 08:49:00,8,병원,내과,12200,신한카드 Hey Young 체크,체크카드,일반결제,4
1088,2020-10-18 16:32:00,2,카페/디저트,엔제리너스,7700,신한카드 Hey Young 체크,체크카드,일반결제,4
1089,2020-10-18 21:01:00,2,카페/디저트,컴포즈커피,10700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1090,2020-10-20 10:01:00,2,카페/디저트,스타벅스,11300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1091,2020-10-20 23:28:00,2,카페/디저트,할리스,6400,신한카드 Hey Young 체크,체크카드,일반결제,4
1092,2020-10-22 17:37:00,2,카페/디저트,메가커피,11700,신한카드 Hey Young 체크,체크카드,일반결제,4
1093,2020-10-23 05:39:00,1,편의점,세븐일레븐,6000,우리카드 DA@카드의정석,신용카드,일반결제,4
1094,2020-10-25 19:00:00,2,카페/디저트,스타벅스,17700,우리카드 DA@카드의정석,신용카드,일반결제,4
1095,2020-10-26 02:57:00,2,카페/디저트,컴포즈커피,12800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1096,2020-10-27 16:14:00,2,카페/디저트,엔제리너스,10200,우리카드 DA@카드의정석,신용카드,일반결제,4
1097,2020-10-28 23:30:00,2,카페/디저트,메가커피,6000,신한카드 Hey Young 체크,체크카드,일반결제,4
1098,2020-10-29 21:00:00,2,카페/디저트,스타벅스,9300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1099,2020-10-30 05:04:00,2,카페/디저트,엔제리너스,9500,우리카드 DA@카드의정석,신용카드,일반결제,4
1100,2020-10-30 07:10:00,1,편의점,이마트24,2700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1101,2020-11-01 00:00:00,14,교통(대중),기후동행카드,55000,우리카드 DA@카드의정석,체크카드,정기결제,4
1102,2020-11-01 00:01:00,13,통신,KT,50000,IBK 일상의 기쁨카드(신용),체크카드,정기결제,4
1103,2020-11-01 07:31:00,2,카페/디저트,컴포즈커피,15800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
1104,2020-11-01 12:43:00,9,교육/육아,클래스101,19200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
